"brand","model","model_year","milage","engine","accident","clean_title","price","horsepower","engine_displacement","fuel_typeDiesel","fuel_typeE85 Flex Fuel","fuel_typeGasoline","fuel_typeHybrid","fuel_typenot supported","fuel_typePlug-In Hybrid","transmission_groupedDual-Clutch","transmission_groupedManual","transmission_groupedOther","transmission_groupedSingle-Speed","ext_color_groupedBlack","ext_color_groupedBlue","ext_color_groupedBrown","ext_color_groupedGray","ext_color_groupedRare","ext_color_groupedRed","ext_color_groupedWhite","int_color_groupedBlack","int_color_groupedBrown","int_color_groupedGray","int_color_groupedRare","int_color_groupedRed","int_color_groupedWhite"
"Jaguar","F-TYPE R",2018,-0.563469734453378,"550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",0,1,0.307414741449619,1.89235700997571,0.971362163769995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Genesis","GV70 3.5T Sport",2023,-1.13425254458904,"375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",0,0,0.196248061897441,0.319010450441622,-0.0406830463078318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Chevrolet","S-10 LS",2000,1.31542872195969,"120.0HP 2.2L 4 Cylinder Engine Flex Fuel Capability",0,1,-0.508866305547803,-1.97358025059377,-0.917788895041948,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"BMW","440 Gran Coupe 440i xDrive",2020,-0.740536696659617,"3.0 Liter Turbo",0,0,-0.0756592839054978,0.294709791894926,0.032869348972717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ford","F-150 XLT",2023,-1.18352917111231,"3.5L V6 24V PDI DOHC Twin Turbo",0,1,0.177241735884863,0.495037737315052,-0.0406830463078318,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Chevrolet","Suburban RST",2021,-0.243181222903216,"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel",0,1,0.208952825274833,0.139199415066297,1.17377120578556,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Hyundai","Elantra N Base",2022,-1.01474190595092,"276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,-0.155673883656311,-0.571054174666235,-1.05272825638566,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Nissan","Sentra SR",2016,0.608518513989666,"1.8 Liter",0,0,-0.388196462989336,-0.177469123690742,0.0161656408772606,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","AMG CLA 45 Base 4MATIC",2021,-0.902879948185639,"382.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,0.196184538080554,0.381944312822985,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BMW","650 Gran Coupe i xDrive",2015,0.0818877141924712,"445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel",0,1,-0.239525321947097,0.948349074255258,0.566544079738864,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Audi","Q5 2.0T Premium Plus",2017,0.328175238297909,"2.0L I4 16V GDI DOHC Turbo Flexible Fuel",0,1,-0.294473423554317,0.0568251829130737,-1.05272825638566,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","AMG C 43 Base 4MATIC",2018,-0.686804713527918,"362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",0,1,0.0437909013687398,0.202133277447661,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Dodge","Ram 1500 Laramie Mega Cab",2006,4.50250018975672,"345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",1,1,-0.427555819932496,0.0492938973786347,1.44364992847298,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"BMW","i3 120Ah w/Range Extender",2020,-0.567580900422529,"120 AH",0,0,-0.248444065838026,-0.199132653997322,-0.461450571758578,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Kia","Sorento SX",2011,2.03230133676659,"276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",0,1,-0.489821865245093,-0.571054174666235,-0.0406830463078318,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Lexus","LX 570 Base",2016,1.0322363126428,"383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",0,1,0.0298156616536088,0.390934864591752,1.44364992847298,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jeep","New Compass Trailhawk",2017,1.03797282329743,"180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",0,1,-0.364032003045537,-1.43414714446779,-0.782849533698238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BMW","340 i",2018,-0.391164076090482,"3.0 Liter Turbo",0,0,-0.139183100792457,0.146543962447205,0.04747500861057,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Audi","A4 2.0T Premium Plus quattro",2012,1.16369801514474,"211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,-0.451707575112917,-1.15544003963604,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Hyundai","Tucson SE",2007,-0.927738161022368,"173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel",0,1,-0.461858681051453,-1.49708100684916,-0.580440491682673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BMW","Z4 sDrive28i",2014,0.10100941637457,"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",1,1,-0.31194247319823,-0.89471403834182,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bentley","Continental GTC Base",2011,-0.851251352293971,"552.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability",0,1,0.449708091276407,1.91033811351325,1.64605897048855,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Honda","Passport Elite",2023,-1.18056530727408,"3.5 Liter SOHC",0,0,0.0120035833985055,0.494236292850735,0.00502791271413339,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Dodge","Sprinter 2500",2007,2.39024047991331,"3.0L V6 Cylinder Engine Diesel Fuel",1,1,-0.388171053462581,-0.73572468700816,-0.378031449667107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"BMW","M850 i xDrive",2019,-1.04726792136267,"4.4 Liter DOHC Twin Turbo",0,0,0.396957913733477,0.350804725918794,0.0741625838788284,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Lucid","Air Grand Touring",2022,-1.16958945022156,"536.0HP Electric Motor Electric Fuel System",0,1,0.958521159777571,1.76648928521299,-1.77282298783016,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Audi","A7 Premium",2012,-0.204937818539017,"310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",1,1,-0.0974860673878569,-0.265375414528183,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Chevrolet","Silverado 1500 Custom Trail Boss",2021,-0.255591207619398,"5.3L V8 16V GDI OHV",0,1,-0.0178653153017426,0.190424777823044,1.17377120578556,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"MINI","Convertible John Cooper Works",2017,-0.773234807391006,"228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",1,1,-0.197599602801704,-1.00260065956701,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Toyota","Avalon Touring",2016,0.467151769757407,"268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",0,1,-0.34370438164171,-0.642978588816365,-0.0406830463078318,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Porsche","Cayenne Platinum Edition",2017,0.159196756114698,"300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",0,1,-0.172317123680695,-0.355280932215846,0.0267866343640234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Mercedes-Benz","AMG C 63 S",2017,-0.0902076054464219,"503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel",1,1,0.100962336567003,1.4698010768437,0.296665357051444,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Honda","CR-V EX-L",2016,0.168872337418841,"2.4L I4 16V GDI DOHC",1,0,-0.301168833854202,-0.058586471280448,-0.782849533698238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Hummer","H2 Base",2005,0.883087035622429,"325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel",0,1,-0.318294854886926,-0.13051713799669,1.64605897048855,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Porsche","911 Carrera S",2013,-0.491763351270506,"400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel",0,1,0.361409985803535,0.543774244660778,0.161725995707733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","CLA-Class CLA 250",2016,1.05709452547953,"208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,-0.314483425873709,-1.18241169494234,-1.05272825638566,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Chrysler","300 Touring",2009,1.33630962074254,"250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",0,1,-0.470752015415628,-0.804808520654157,-0.0406830463078318,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Nissan","Rogue SV",2023,-1.21659059418516,"1.5L I3 12V GDI DOHC Turbo",0,0,-0.172202780810298,0.503977721049282,-1.39007665974493,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Audi","A3 2.0T",2010,0.35915239583291,"200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,-0.483456778793019,-1.25433610909247,-1.05272825638566,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Ford","Mustang GT Premium",2014,-0.528859453503778,"420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",0,1,-0.2039519844904,0.723585280036102,0.971362163769995,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Acura","RL Technology",2010,0.630680566818719,"300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel",0,1,-0.426348867411643,-0.355280932215846,0.0942563150358785,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Volvo","XC90 Hybrid T8 R-Design",2018,-0.472641649088407,"400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas",0,1,-0.0324376788956109,0.543774244660778,-1.05272825638566,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Audi","R8 5.2 V10",2018,-1.06656171886441,"5.2L V10 40V PDI DOHC",0,0,1.274882472638,0.329175058732174,1.10630152511371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Mercedes-Benz","GLK-Class GLK 350",2014,2.31912686949808,"302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",1,1,-0.438990106972148,-0.337299828678313,-0.0406830463078318,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Toyota","C-HR LE",2021,-0.985485701612308,"2.0 Liter",0,0,-0.261148829215418,0.387792111032566,0.0305274050391546,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Lexus","IS 350 Base",2014,0.751147290565944,"306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",0,1,-0.299237709820839,-0.301337621603248,-0.0406830463078318,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BMW","X4 M40i",2023,-1.07497526782453,"382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid",0,1,0.296615692578836,0.381944312822985,-0.378031449667107,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BMW","M4 CS",2019,-0.872877997461926,"3.0 Liter DOHC Turbo",0,0,0.323270286144604,0.303648767760222,0.0618498122705779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Cadillac","CT5 Premium Luxury",2023,-1.12105857008339,"237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,0.0298156616536088,-0.921685693648118,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Lucid","Air Grand Touring",2022,-1.14381339568009,"536.0HP Electric Motor Electric Fuel System",0,1,0.691733833615721,1.76648928521299,-1.77464290187927,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"Audi","A5 2.0T Premium Plus",2019,-0.328789083572474,"248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,-0.172190076046921,-0.82278962419169,-1.05272825638566,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Chrysler","300C SRT8",2006,-0.415276542542109,"425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel",1,1,-0.312005997015117,0.768538038879933,1.7135286511604,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Bentley","Continental GT W12",2017,-0.956726661530431,"582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel",0,1,1.08558149831487,2.18005466657623,1.64605897048855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"BMW","M4 Base",2019,-0.13227535024704,"425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",0,1,0.145416303624497,0.768538038879933,-0.378031449667107,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Toyota","GR Corolla Circuit Edition",2023,-1.21930587589502,"300.0HP 1.6L 3 Cylinder Engine Gasoline Fuel",0,1,0.0685651899546538,-0.355280932215846,-1.32260697907308,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Audi","RS 5 2.9T",2019,-0.831364782024588,"444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel",1,1,0.195612823728572,0.939358522486492,-0.445501130338962,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Porsche","Cayenne Base",2019,-0.102866172290972,"335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",0,1,-0.0260980019702924,-0.0406116203090276,-0.378031449667107,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Lamborghini","Huracan Tecnica Coupe",2023,-1.23263370231594,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",0,0,4.00756273224458,0.508315862375492,1.10630152511371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Maserati","Quattroporte S",2019,-0.793312594682211,"424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",0,1,0.00566390647318704,0.759547487111167,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Jaguar","XF 35t R-Sport",2017,-0.319668031631613,"340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",1,1,-0.184894839424312,0.00434113853480357,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Lexus","ES 330 Base",2005,-0.452391766477563,"225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel",0,1,-0.425014867257017,-1.02957231487331,-0.175622407651542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Land","Rover Discovery Sport SE R-Dynamic",2020,-0.831364782024588,"2.0 Liter",0,0,-0.0832821419319329,0.319270186769182,0.0392822508520142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Porsche","Cayman GTS",2015,-1.01761016127823,"340.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel",0,1,0.348705222426143,0.00434113853480357,-0.108152726979687,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Genesis","G90 3.3T Premium",2021,-1.04724879966049,"365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel",0,1,0.119384243464221,0.229104932753959,-0.175622407651542,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Volkswagen","Golf R 20th Anniversary Edition",2023,-1.22540569889111,"315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,0.0437781966053624,-0.220422655684352,-1.05272825638566,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Hyundai","Sonata Hybrid Limited",2015,0.0245226076461735,"199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid",1,1,-0.364032003045537,-1.26332666086124,-0.782849533698238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Audi","RS 7 4.0T Prestige",2014,-0.0956572905683202,"560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel",1,1,0.00567661123656443,1.98226252766337,0.296665357051444,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BMW","740 Li",2012,0.392653618055948,"326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",0,1,-0.330999618264318,-0.121526586227924,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","GLS 450 Base 4MATIC",2020,-0.8952312673128,"362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid",1,1,0.450343329445277,0.202133277447661,-0.378031449667107,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BMW","M6 Base",2016,-0.749906330728845,"560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel",0,1,0.132724245010482,1.98226252766337,0.566544079738864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Subaru","Forester 2.5 X",2004,2.79149027850248,"165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",0,0,-0.536816784978065,-1.56900542099929,-0.715379853026383,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hyundai","Elantra N Base",2023,-1.1648472680804,"276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0,1,-0.134075785914745,-0.571054174666235,-1.05272825638566,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Kia","Niro Plug-In Hybrid EX Premium",2022,-0.53761719310318,"1.6L I4 16V GDI DOHC Hybrid",0,1,-0.159548836486416,-0.15354137476339,-1.32260697907308,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Rivian","R1S Adventure Package",2023,-1.1839689702625,"835.0HP Electric Motor Electric Fuel System",0,1,0.602800489973979,4.45466426407409,-1.79144425194489,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"Aston","Martin DBS Superleggera",2021,-1.19611125114813,"5.2L V12 48V GDI DOHC Twin Turbo",0,1,2.99066076675477,0.444746374093604,1.10630152511371,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Mercedes-Benz","SLC 300 Base",2018,-0.606493564363101,"241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",1,1,-0.186165315762052,-0.885723486573054,-1.05272825638566,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BMW","435 Gran Coupe i",2016,0.215911724786805,"300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",0,1,-0.249053894480141,-0.355280932215846,-0.378031449667107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Jeep","Grand Cherokee Summit",2020,-0.638063494665747,"5.7L V8 16V MPFI OHV",0,0,-0.0659020256316609,0.267000495867318,1.44364992847298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Lexus","RC 350 Base",2015,-0.319668031631613,"306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",0,1,-0.148051025629876,-0.301337621603248,-0.0406830463078318,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"BMW","525 i",2005,0.510596277115136,"215.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel",0,1,-0.452965346687279,-1.11947783256098,-0.715379853026383,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Toyota","Corolla LE",2003,1.1480373410576,"130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel",1,1,-0.502577447675994,-1.88367473290611,-1.18766761772937,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
